English Sentence,Amharic Sentence
It emerges that police locked international ticket-holders out of Khalifa Stadium in Qatar ahead of the final of the 2011 Asian Cup between Australia and Japan.,በአውስትራሊያ እና በጃፓን መካከል ለፍፃሜ ከሚደረገው የ2011 የእስያ ዋንጫ ጨዋታ በፊት ፖሊስ ትኬት የያዙ ሰዎችን ከኳታር ከሊፋ ስቴዲየም ውጪ እንዳደረጋቸው ተዘገበ።
"Researchers report that fishing rates in the Arctic are 75 times higher than those reported by the U.N., suggesting future increased exploitation is less possible than previously thought.",ተመራማሪዎች እንዳሳወቁት በአርክቲክ ላይ የሚደረጉ የአሳ ማስገር ስራዎች በዩኤን ከተገለፀው በ75 እጥፍ እንደሚበልጡ አስታወቁ አክለውም እስካሁን ካለው መማር ስላልተቻለ ለወደፊት የሚደረጉ ብዝበዛዎችም መጨመራቸው አይቀርም።
Police on Easter Island evict indigenous protesters battling for ancestral lands and a larger share of tourist revenues from the grounds of a luxury hotel.,የአያት ቅድመ አያቶቻቸውን ቦታ እና ከፍተኛ የቱሪስት ገቢ በማጣታቸው ምክያት በኢስተር ደሴት የሚገኝ ቅንጡ ሆቴል ጋር የሟገቱ የአገሬው ተወላጅ ሰዋችን ፖሊስ አስወጣ።
"Using Google Maps, an archaeologist finds nearly 2,000 potential archaeological sites in Saudi Arabia.","አንድ የቁፋሮ ተመራማሪ የጉግል ካርታን በመጠቀም በሳውዲ አረቢያ ባደረገው አሰሳ 2,000 የሚጠጉና ለወደፊት የቁፋሮ መመራመሪያ ቦታ ይሆናሉ ተብለው የሚታሰቡ ቦታዎችን አገኘ።"
Human Rights Watch claims that government-controlled health services in Egypt have been 'told to downplay protest deaths'.,በግብፅ የሚገኙ የመንግስት የጤና አገልግሎት ሰጪዎች በተቃውሞ ምክንያት የተከሰቱ ሞቶችን ዝቅ አርገው እንዲያቀርቡ እንደተነገራቸው ሂውማን ራይትስ ዎች አስታወቀ።
"George Osborne, the United Kingdom Chancellor of the Exchequer, announces that the tax on bank profits will become permanent.",የዩናይትድ ኪንግደሙ ተቆጣጣሪ ቻንስለር ጆርጅ ኦስቦርን ባንኮች ላይ የሚደረገው የትርፍ ታክስ kሚ ይሆናል።
"Two small planes (took off from Langley Regional Airport) collide mid-air near Mission, British Columbia, in western Canada, with at least one person dead.",ከላንግሌይ ክልላዊ አውሮፕላን ማረፊያ የተነሱ ሁለት ትናንሽ አውሮፕላኖች በምዕራብ ካናዳ በሚሽን ፣ በብሪቲሽ ኮሎምቢያ አቅራቢያ በመጋጨታቸው ቢያንስ አንድ ሰው ሞቷል።
South Korea agrees in principle to resume discussions with North Korea on humanitarian issues including reuniting families separated by the Korean War.,ደቡብ ኮሪያ ከሰሜን ኮሪያ ጋር በኮሪያ ጦርነት ወቅት የተለያዩ የቤተሰብ አባላትን ስለማገናኘት እና ሌሎች በሰብአዊ ጉዳዮችን በሚያነሳው ውይይት ለመቀጠል ተስማማች።
Ahmadinejad said that the new Middle East will be formed soon where there will be no room for the United States and Israel.,አህመዲነጃድ ለአሜሪካ እና ለእስራኤል ሃሳብ ክፍት ያልሆነው እና አዲሱ የመካከለኛው ምስራቅ በቅረቡ እንደሚዋቀር ገለፁ።
The inquiry into the Deepwater Horizon oil spill in the Gulf of Mexico is released finding that the accident was entirely preventable.,በሜክሲኮ ባሕረ ሰላጤ ውስጥ በሚገኘው የውቂያኖስ ሸለቆ አድማስ የነዳጅ ዘይት ፍሰት ላይ በተደረገው ምርመራ አደጋው ሙሉ በሙሉ መከላከል ይቻል እንደነበር ተረጋግጧል።
Oil prices reach a two-year high due to uncertainty in the Middle East most notably in Libya.,የነዳጅ ዋጋ በሁለት አመት ውስጥ ከፍተኛ የሆነ ጭማሪ ያሳየ ሲሆን፤ ይህም የሆነው በመካከለኛው ምስራቅ በተለይም በሊቢያ ባለው ያልተረጋጋ ሁኔታ ነው።
Clashes take place at a demonstration calling for the resignation of former members of Zine El Abidine Ben Ali's regime in the interim government.,በዚን ኤል አቢዲን ቤን አሊ ጊዜያዊ መንግስት ላይ የቀድሞ አባላት በመካተታቸው የተነሳ በተደረገ የተቃውሞ ሰልፍ ግጭት ተነሳ።
"Demonstrations calling for economic and political change continue for a third day, amid reports of looting.",የዘረፋ ዘገባዎቸ ቢኖሩም በኢኮኖሚያዊ እና በፖለቲካ ለውጦች ላይ ትኩረት በማድረግ እየተደረገ ያለው ሰልፍ ለሶስተኛ ቀን ቀጥሏል።
Jared Lee Loughner has been indicted on 49 counts in relation to the 2011 Tucson shooting in the US state of Arizona.,በ 2011 የአሪዞና ቱሶን ግድያ ወንጀል ጋር በተያያ ዘ ጃሬድ ሊ ሎግህነር በ49 ጉዳዮች ጋር ስሙ እንደተያያዘ ተገለፀ።
"The United States Department of State warns U.S. citizens of a high security threat level in Yemen due to what it describes as ""terrorist activities and civil unrest"". ,",የአሜሪካው የስቴት ዲፓርትምነት ወደ የመን ሚደረጉ ጉዞወች ላይ የሽብርተኝነት አደጋ እና የእርስ በእርስ ግጭትን በማመላከት ከፍተኛ የደህንነት ማስጠንቀቂያ አስተላለፈ።
"The United States Food and Drug Administration approves the use of the drug Belimumab (Benlysta) to treat lupus, the first drug to be approved for this purpose in 56 years.",የአሜሪካው የምግብ እና የመድሃኒት ቁጥጥር ድርጅት በቤሊሙማብ(ቤንሊስታ) የተሰኘውን እፅ ሉፐስ ለሚባል በሽታ መድሃኒትነት ይውል ዘንድ ፍቃድ ሰጠ፤ ይህ እፅም ለዚሁ ጥቅም እንዲውል ሲፈቀድ ከ 56 አመታት በ|ላ ነው።
The Bank of Korea increases the main interest rate in South Korea by a quarter percentage point to 3% due to concerns over inflation.,በዋጋ ግሽበት ምክንያት የኮሪያ ባንክ በደቡብ ኮሪያ ያለውን ዋና የወለድ መጠን በሩብ መቶኛ ነጥብ ወደ 3% ከፍ አድርጓል።
The New York Times newspaper announces it is to start charging people who access content on its website.,የኒው ዮርክ ታይምስ ጋዜጣ በድረ -ገፁ መረጃን ፈልገው የሚጎበኙ ሰዎች ላይ ክፍያ መጀመሩን አስታውቋል።
"Vitali Klitschko defeats Odlanier Solís via a controversial first-round technical knockout to retain the WBC Heavyweight Championship in Cologne, Germany.",ቪታሊ ክሊተሸኮ በመጀመሪያ ዙር አወዛጋቢ በሆነ ቴክኒካል ዝረራ ኦድላኔር ሶሊስን በመርታት የአለምአቀፍ ቦክስ ሻምፒዮንሺፕነቱን አስጠበቀ።
A US judge blocks an agreement between Google and publishers about efforts to digitize books online at Google Books.,በአሜሪካ የሚገኝ አንድ ዳኛ በጉግል እና በአሳታሚዎች መካከል የተደረገ መፅሃፎችን በዲጂታል መልኩ ኦንላይን ላይ ለማውጣት የተደረገን ስምምነት አገደ።
Tokyo Electric Power Co. resumes its policy of rolling electricity blackouts following ongoing problems caused by the 2011 Tōhoku earthquake and tsunami.,የቶኪዮ ኤሌክትሪክ ኃይል ድርጅት በ 2011 ቱሆኩ የመሬት መንቀጥቀጥ እና ሱናሚ ሳቢያ የተከሰቱትን ችግሮች ተከትሎ የመብራት ፈረቃ ፖሊሲውን ይቀጥላል።
"Mathematician John Milnor wins the 2011 Abel Prize for his contributions to topology, geometry and algebra.",የሂሳብ ሊቁ ጆን ሚልኖር በቶፖሎጂ፣ጂኦሜትሪ እና አልጄብራ ላደረገው አስተዋፅኦ የ2011ን አቤል ፕራይዝ ሽልማትን አሸነፈ።
Microsoft lodged an antitrust complaint against Google with the European Commission.,ማይክሮሶፍተ በጉግል ላይ ያለመተማመን ቅሬታ እንዳለው ለአውረፓ ኮሚሽን አስረዳ።
"The US National Highway Traffic Safety Administration reports that the number of traffic deaths has fallen to 32,788 in 2010, the lowest level since 1949.",የአሜሪካ የፍጥነት መንገዶች ደህንነት ትራፊክ አመራር በትራፊክ አደጋ የሚከሰቱ የሞት አደጋዎች ከ1949 በ|ላ በ2010 ወደ 32788 እንደቀነሱ አስታወቀ።
Almost half of China's dairies are to close after failing to obtain new licenses following a safety audit.,የደህንነት ግምገማን ተከትሎ የእደሳ ፍቃድ ማግኘት ባለመቻሉ ግማሽ የሚሆኑት የቻይና የወተት ተዋጽኦዎች ሊዘጉ ነው።
The World Meteorological Organisation reports that the ozone layer is damaged to its worst extent ever in the Arctic.,የአለም የአየር ንብረት ድርጅት በአርክቲክ አካባቢ ያለው የኦዞን ምንጣፍ ከፍተኛ ጉዳት እንደደረሰበት አስታወቀ።
Basketball star LeBron James buys a minority interest in Premier League team Liverpool Football Club.,የቅርጫት ኳስ ኮከቡ ለብሮን ጄምስ የፕሪሚየር ሊጉ ቡድን ሊቨር ፑል እግር ኳስ ክለብ አነስተኛ ድርሻ ገዛ።
The Assad regime grants nationality to thousands of Kurds in al-Hasaka in a bid to appease protesters.,የአሳድ አገዛዝ ተቃዋሚዎችን ለማረጋጋት በአል በሀሳቃ ለሚገኙ እና በሺዎች ለሚቆጠሩ የኩርድ ሰዎች ዜግነት ሰጠ።
Leaders of Canada's major political parties hold an English language debate for the Canadian federal election.,በካናዳ ያሉ የከፍተኛ ፖለቲካ ፓርቲ አመራሮች ለካናዳ ፌደራላዊ ምርጫ በእንግሊዘኛ kንk ክርክር አደረጉ።
The United States requests the release of one of its citizens detained in North Korea.,አሜሪካ በሰሜን ኮሪያ የታሰረባት ዜጋዋ ይለቀቅልኝ ስትል ጠየቀች።
Fourteen people claimed to be responsible for shooting 52 protestors in Sana’a in March are referred to the state prosecutor.,በመጋቢት ወር በሳና ውስጥ ሃምሳ ሁለት ተቃዋሚዎች ላይ በመተኮስ ተጠያቂ ናቸው የተባሉት አስራ አራት ሰዎች ወደ የመንግስት አቃቤ ህግ ተላኩ።
"British prime minister David Cameron sets out to block his predecessor Gordon Brown's attempt to take the £270,000 per year role of head of the International Monetary Fund (IMF).","የብሪታንያ ጠቅላይ ሚኒስትር ዴቪድ ካሜሮን የቀድሞው ጆርደን ብራውን ከ የዓለም አቀፉ የገንዘብ ድርጅት (አይኤምኤፍ) በዓመት 270,000 ፓውንድ ለመውሰድ ያረጉትን ጥረት ለመግታት አቅደዋል።"
New Jersey's Secretary of State rejects former Olympic medallist Carl Lewis's bid to run for the state Senate due to eligibility requirements.,የኒው ጀርሲው ፀሃፊ ቀድሞ የኦሎምፒክ ሜዳሊያ ባለቤት የሆነውን የካርል ሌዊድን ለግዛቷ ሴኔት የመወዳደር ፍላጎት ከብቃት መስፈርቶች አለመሟላት ጋር በተያያዘ በውድቅ አደረጉ።
The Vatican brings Pope John Paul II's coffin out from below St. Peter's Basilica in Rome in preparation for his beatification.,ቫቲካን የፖፕ ጆን ፓወለን ሬሳ ለቅድስና ለማዘጋጀት ከታችኛው ቅዱስ ጴጥሮስ ባሲልካ እንዲወጣ አዘዘ።
"Gaddafi has supplied Viagra to his forces to encourage them to commit mass rape, Susan Rice, United States Ambassador to the United Nations, has alleged.",ጋዳፊ በጅምላ አስገድዶ መድፈር እንዲፈጽሙ ለማበረታታት ቪያግራን ለሠራዊቱ አቅርቧል የሚል ክስ በተባበሩት መንግስታት የአሜሪካ አምባሳደር ሱዛን ራይስ ቀርቧል።
"American basketball player Derrick Rose of the Chicago Bulls wins the NBA Most Valuable Player Award Award for the 2010-11 NBA season, the youngest player to do so.",የአሜሪካው እና የቸሂካጎ ቡልስ ቅርጫት ኳስ ተጫዋች የሆነው ዴሪክ ሮስ በኤንቢኤ 2010-11 የውድድር አመት ምርጡ ተጫዋች በመበል ተሸለመ፤ በታሪክም በእድሜ ትንሹ ተጫዋች ያደርገዋል።
Workers enter one of the buildings at Japan's Fukushima I Nuclear Power Plant for the first time since an explosion in the days following the 2011 Tōhoku earthquake and tsunami.,በ 2011 ቱሆኩ የመሬት መንቀጥቀጥ እና ሱናሚ በተከሰተ ቀናት ውስጥ ፍንዳታ ከተከሰተ በኋላ በጃፓን ፉኩሺማ 1 የኑክሌር ኃይል ማመንጫ ጣቢያ ውስጥ ሠራተኞች ለመጀመሪያ ጊዜ ወደ አንዱ ሕንፃ ገቡ።
